speaker_id;session;word;word_n;word_freq;word_z
1516;10/2023;ahdinkoa;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ainetaseet;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;aivan;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ajaa;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ajankohtainen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ajoittain;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;alhaisempi;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;aloitteista;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;alueilla;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;arjessa;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;arvoisa;2;0.007220216606498195;0.7168407013072142
1516;10/2023;asiaan;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;asioihin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;asumismahdollisuuksia;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;asutuilla;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;autoilun;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;autoja;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;autojen;2;0.007220216606498195;0.7168407013072142
1516;10/2023;bensiini;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;bensiinin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;biojakeluvelvoite;2;0.007220216606498195;0.7168407013072142
1516;10/2023;biojakeluvelvoitteen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;biopolttoaineiden;2;0.007220216606498195;0.7168407013072142
1516;10/2023;dieselkäyttöisiä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;dieselkäyttöisten;2;0.007220216606498195;0.7168407013072142
1516;10/2023;dieselpolttoaineen;3;0.010830324909747292;1.6697666635239898
1516;10/2023;dieselpolttoaineeseen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;dieselpolttoaineiden;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;edullisemmaksi;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;edullisuus;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ei;5;0.018050541516245487;3.5756185879575413
1516;10/2023;eikä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;elinkustannuksista;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;elinvoiman;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;elävät;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;energia;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ennen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;enää;2;0.007220216606498195;0.7168407013072142
1516;10/2023;erityisesti;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;estävä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ettei;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;että;3;0.010830324909747292;1.6697666635239898
1516;10/2023;etäisyyksien;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;globaalisti;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;haitta;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hallitusohjelmaan;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hankinta;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;harvaan;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hillitsemiseksi;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hinnan;3;0.010830324909747292;1.6697666635239898
1516;10/2023;hinnoilla;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hintaa;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hintakehitys;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hintoja;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hintojen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;huolto;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;huomioida;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hybridiautojen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hyöty;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;hyötysuhde;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ilmastolle;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ilmastopäästöjen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ilmastopäästöjä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ilmastotavoitteiden;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ja;13;0.04693140794223827;11.199026285691746
1516;10/2023;jakeluvelvoitetta;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;jakeluvelvoitteiden;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;jo;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;johon;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;joissakin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;joka;2;0.007220216606498195;0.7168407013072142
1516;10/2023;jopa;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;jotka;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kaikkien;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kalliimmat;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kallis;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kannalta;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kannattavaa;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kannustavaa;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kansalaisaloitteissa;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;keskikulutus;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;keskitytty;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kiitos;2;0.007220216606498195;0.7168407013072142
1516;10/2023;kilometriä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kohtuuttomasti;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;koko;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kokonaishyötyjä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;korkeista;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;korotus;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;korotusehdotukselle;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;koska;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kuin;2;0.007220216606498195;0.7168407013072142
1516;10/2023;kuitenkaan;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kun;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kustannuksin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kustannusten;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kyseiset;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kysyä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;kärsivät;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;käytetään;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;käyttäjille;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;käyttävät;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;käyttövoimavero;3;0.010830324909747292;1.6697666635239898
1516;10/2023;käyttövoimaverolle;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;käyttövoimaveron;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;lainsäädäntöä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;liian;2;0.007220216606498195;0.7168407013072142
1516;10/2023;liikkumis;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;lisäksi;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;lisättävä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;lisää;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;lisäämillä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;lisääntyvin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;lopullinen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;luoda;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;lähdetty;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;löytyy;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;maailmalla;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;maaseudulla;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;meillä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;merkittävämpi;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;merkittävää;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;mielestä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;muiden;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;muihin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;muutenkin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;muuttuu;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;myös;3;0.010830324909747292;1.6697666635239898
1516;10/2023;määritelty;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;määrittäminen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;määrää;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;määräämään;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;negatiivisia;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;niin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;niitä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;nostaa;2;0.007220216606498195;0.7168407013072142
1516;10/2023;nostanut;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;nostava;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;nousua;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;nykyhinnoiltaan;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;nykyistä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;nähden;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;oikeisiin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;oikeudenmukainen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ole;3;0.010830324909747292;1.6697666635239898
1516;10/2023;olla;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;omaa;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;on;8;0.02888086642599278;6.434396474607868
1516;10/2023;onko;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;osalle;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;osalta;2;0.007220216606498195;0.7168407013072142
1516;10/2023;ovat;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;palvelualojen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;perheille;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;peruste;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;perusteltu;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;pidä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;pitkien;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;pitää;3;0.010830324909747292;1.6697666635239898
1516;10/2023;pk;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;polttoaineiden;2;0.007220216606498195;0.7168407013072142
1516;10/2023;polttoaineisiin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;polttoaineverojen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;polttokaasujen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;puhemies;2;0.007220216606498195;0.7168407013072142
1516;10/2023;pumppuhintoja;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;päinvastoin;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;päästöjen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;rajoittavaksi;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;rakennus;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;ratkaisu;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;saavuttamiseksi;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;salissa;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;sanottujen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;sekä;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;selvittää;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;sen;2;0.007220216606498195;0.7168407013072142
1516;10/2023;suomen;3;0.010830324909747292;1.6697666635239898
1516;10/2023;suunniteltu;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;suurelle;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;sähköauto;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;sähköautojen;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;sähköautolle;1;0.0036101083032490976;-0.23608526090956147
1516;10/2023;säädetty;1;0.0036101083032490976;-0.23608526090956147
