speaker_id;session;word;word_n;word_freq;word_z
1444;109/2022;aiemmin;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;aiheuttavista;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;aikaa;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;aikoja;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;aina;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;aivoja;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;ajankohtaistunut;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;ajanut;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;ajat;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;ajatelleeksi;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;ajattelussamme;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;ajoissa;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;ajonopeuksia;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;alemmas;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;aliresursoituja;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;alojen;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;apua;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;arjen;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;arkijärkisiä;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;arkisin;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;arvoisa;5;0.009140767824497258;1.990324765096564
1444;109/2022;arvon;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;astetta;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;avunsaantia;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;byrokratian;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;diktaattorien;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;edistyksellisempää;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;ei;9;0.016453382084095063;4.173871825786345
1444;109/2022;eikä;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;eivät;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;eivätkä;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;eli;2;0.003656307129798903;0.3526644695792282
1444;109/2022;elinkeinoministeriö;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;elämän;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;energiaa;2;0.003656307129798903;0.3526644695792282
1444;109/2022;energiajärjestelmä;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;energiajärjestelmän;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;energiajärjestelmäämme;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;energian;8;0.014625228519195612;3.6279850606139004
1444;109/2022;energiankäyttöön;1;0.0018281535648994515;-0.19322229559321707
1444;109/2022;energiansäästötoimia;1;0.0018281535648994515;-0.19322229559321707
