speaker_id;session;word;word_n;word_freq;word_z
1506;10/2024;aiemmin;1;0.002232142857142857;-0.185047568764089
1506;10/2024;aiheuttajana;2;0.004464285714285714;0.22205708251690676
1506;10/2024;aiheuttavat;1;0.002232142857142857;-0.185047568764089
1506;10/2024;aiheuttavia;1;0.002232142857142857;-0.185047568764089
1506;10/2024;aiheuttavien;1;0.002232142857142857;-0.185047568764089
1506;10/2024;aiheuttaville;1;0.002232142857142857;-0.185047568764089
1506;10/2024;aina;1;0.002232142857142857;-0.185047568764089
1506;10/2024;aineet;1;0.002232142857142857;-0.185047568764089
1506;10/2024;akryylinitriinille;1;0.002232142857142857;-0.185047568764089
1506;10/2024;aktiivisemmaksi;1;0.002232142857142857;-0.185047568764089
1506;10/2024;aloilla;1;0.002232142857142857;-0.185047568764089
1506;10/2024;altistuu;1;0.002232142857142857;-0.185047568764089
1506;10/2024;alttiita;1;0.002232142857142857;-0.185047568764089
1506;10/2024;annetaan;1;0.002232142857142857;-0.185047568764089
1506;10/2024;arvioida;1;0.002232142857142857;-0.185047568764089
1506;10/2024;arvoisa;2;0.004464285714285714;0.22205708251690676
1506;10/2024;asa-rekisteriin;1;0.002232142857142857;-0.185047568764089
1506;10/2024;asennoitumista;1;0.002232142857142857;-0.185047568764089
1506;10/2024;asettaa;1;0.002232142857142857;-0.185047568764089
1506;10/2024;asia;1;0.002232142857142857;-0.185047568764089
1506;10/2024;asiassa;1;0.002232142857142857;-0.185047568764089
1506;10/2024;bentseenille;1;0.002232142857142857;-0.185047568764089
1506;10/2024;direktiivin;1;0.002232142857142857;-0.185047568764089
1506;10/2024;edelleen;3;0.006696428571428571;0.6291617337979025
1506;10/2024;edelläkävijä;2;0.004464285714285714;0.22205708251690676
1506;10/2024;edistämisessä;1;0.002232142857142857;-0.185047568764089
1506;10/2024;edistämään;1;0.002232142857142857;-0.185047568764089
1506;10/2024;ehkäisemiseksi;1;0.002232142857142857;-0.185047568764089
1506;10/2024;ehkäisemään;1;0.002232142857142857;-0.185047568764089
1506;10/2024;ei;3;0.006696428571428571;0.6291617337979025
1506;10/2024;eikä;1;0.002232142857142857;-0.185047568764089
1506;10/2024;eli;1;0.002232142857142857;-0.185047568764089
1506;10/2024;emme;1;0.002232142857142857;-0.185047568764089
1506;10/2024;ennaltaehkäisyyn;1;0.002232142857142857;-0.185047568764089
1506;10/2024;ensimmäinen;1;0.002232142857142857;-0.185047568764089
1506;10/2024;entistä;1;0.002232142857142857;-0.185047568764089
1506;10/2024;epätyypillisissä;1;0.002232142857142857;-0.185047568764089
1506;10/2024;erityisesti;2;0.004464285714285714;0.22205708251690676
1506;10/2024;esityksessä;1;0.002232142857142857;-0.185047568764089
1506;10/2024;esitys;3;0.006696428571428571;0.6291617337979025
1506;10/2024;estettävissä;1;0.002232142857142857;-0.185047568764089
1506;10/2024;että;6;0.013392857142857142;1.8504756876408897
1506;10/2024;haasteita;1;0.002232142857142857;-0.185047568764089
1506;10/2024;hallinnollista;1;0.002232142857142857;-0.185047568764089
1506;10/2024;hallita;1;0.002232142857142857;-0.185047568764089
1506;10/2024;hallituksen;1;0.002232142857142857;-0.185047568764089
1506;10/2024;hallitus;1;0.002232142857142857;-0.185047568764089
1506;10/2024;he;1;0.002232142857142857;-0.185047568764089
1506;10/2024;heidän;1;0.002232142857142857;-0.185047568764089
1506;10/2024;heikentävät;1;0.002232142857142857;-0.185047568764089
1506;10/2024;heikentää;1;0.002232142857142857;-0.185047568764089
1506;10/2024;henkilöt;1;0.002232142857142857;-0.185047568764089
1506;10/2024;hyvä;1;0.002232142857142857;-0.185047568764089
1506;10/2024;hyväksytä;1;0.002232142857142857;-0.185047568764089
1506;10/2024;hyvän;1;0.002232142857142857;-0.185047568764089
1506;10/2024;häirinnälle;1;0.002232142857142857;-0.185047568764089
