speaker_id;session;speech_id;word;word_n
938;13/2015;2015_13_225;arvoisa;6
938;13/2015;2015_13_225;puhemies;7
938;13/2015;2015_13_225;hallitusohjelma;1
938;13/2015;2015_13_225;sisälsi;1
938;13/2015;2015_13_225;odotetusti;1
938;13/2015;2015_13_225;vaikeita;1
938;13/2015;2015_13_225;leikkauspäätöksiä;1
938;13/2015;2015_13_225;valtion;3
938;13/2015;2015_13_225;menoihin;1
938;13/2015;2015_13_225;päätökset;1
938;13/2015;2015_13_225;ovat;2
938;13/2015;2015_13_225;kuitenkin;3
938;13/2015;2015_13_225;välttämättömiä;1
938;13/2015;2015_13_225;koska;1
938;13/2015;2015_13_225;viimeisinä;1
938;13/2015;2015_13_225;vuosina;1
938;13/2015;2015_13_225;hallitsemattomaksi;1
938;13/2015;2015_13_225;kiihtynyt;1
938;13/2015;2015_13_225;velkaantumiskierre;1
938;13/2015;2015_13_225;on;15
938;13/2015;2015_13_225;pysäytettävä;1
938;13/2015;2015_13_225;ei;8
938;13/2015;2015_13_225;ole;3
938;13/2015;2015_13_225;reilua;1
938;13/2015;2015_13_225;elää;1
938;13/2015;2015_13_225;nyt;2
938;13/2015;2015_13_225;yli;1
938;13/2015;2015_13_225;varojemme;1
938;13/2015;2015_13_225;ja;33
938;13/2015;2015_13_225;sysätä;1
938;13/2015;2015_13_225;velkaa;1
938;13/2015;2015_13_225;lastemme;1
938;13/2015;2015_13_225;lastenlastemme;1
938;13/2015;2015_13_225;maksettavaksi;1
938;13/2015;2015_13_225;leikkauksilla;2
938;13/2015;2015_13_225;hopeareunus;1
938;13/2015;2015_13_225;mahdollisimman;1
938;13/2015;2015_13_225;suuri;1
938;13/2015;2015_13_225;osa;1
938;13/2015;2015_13_225;suunnitelluista;1
938;13/2015;2015_13_225;säästöistä;1
938;13/2015;2015_13_225;tapahtuu;1
938;13/2015;2015_13_225;rakenteellisten;1
938;13/2015;2015_13_225;uudistusten;1
938;13/2015;2015_13_225;avulla;1
938;13/2015;2015_13_225;sääntelyä;1
938;13/2015;2015_13_225;vähentämällä;1
938;13/2015;2015_13_225;eikä;2
938;13/2015;2015_13_225;suorilla;1
938;13/2015;2015_13_225;rahallisilla;1
938;13/2015;2015_13_225;kuntien;1
938;13/2015;2015_13_225;tehtäviä;1
938;13/2015;2015_13_225;asumisen;1
938;13/2015;2015_13_225;rakentamisen;1
938;13/2015;2015_13_225;säätelyä;1
938;13/2015;2015_13_225;vähennetään;1
938;13/2015;2015_13_225;esimerkiksi;1
938;13/2015;2015_13_225;sote-uudistuksella;1
938;13/2015;2015_13_225;saadaan;2
938;13/2015;2015_13_225;sekä;1
938;13/2015;2015_13_225;säästöjä;2
938;13/2015;2015_13_225;että;7
938;13/2015;2015_13_225;sujuvuutta;1
938;13/2015;2015_13_225;ihmisten;2
938;13/2015;2015_13_225;peruspalveluihin;1
938;13/2015;2015_13_225;sosiaali;1
938;13/2015;2015_13_225;terveysmenojen;1
938;13/2015;2015_13_225;kasvua;1
938;13/2015;2015_13_225;voi;1
938;13/2015;2015_13_225;kuitenkaan;1
938;13/2015;2015_13_225;tehokkaasti;1
938;13/2015;2015_13_225;hillitä;1
938;13/2015;2015_13_225;pelkästään;1
938;13/2015;2015_13_225;rakenteita;1
938;13/2015;2015_13_225;muokkaamalla;1
938;13/2015;2015_13_225;yhteiskunnalle;1
938;13/2015;2015_13_225;tulee;1
938;13/2015;2015_13_225;myös;8
938;13/2015;2015_13_225;erityisesti;2
938;13/2015;2015_13_225;siitä;3
938;13/2015;2015_13_225;hallitus;5
938;13/2015;2015_13_225;panostaa;1
938;13/2015;2015_13_225;vahvasti;1
938;13/2015;2015_13_225;terveys;2
938;13/2015;2015_13_225;hyvinvointierojen;1
938;13/2015;2015_13_225;kaventamiseen;1
938;13/2015;2015_13_225;halvin;1
938;13/2015;2015_13_225;sairaus;2
938;13/2015;2015_13_225;ennalta;1
938;13/2015;2015_13_225;ehkäisty;1
938;13/2015;2015_13_225;suomalaisten;1
938;13/2015;2015_13_225;keskeisiä;1
938;13/2015;2015_13_225;kansanterveysongelmia;1
938;13/2015;2015_13_225;sydän;1
938;13/2015;2015_13_225;verisuonitaudit;1
938;13/2015;2015_13_225;tyypin;1
938;13/2015;2015_13_225;diabetes;1
938;13/2015;2015_13_225;stmn;1
938;13/2015;2015_13_225;laskelmien;1
938;13/2015;2015_13_225;mukaan;1
938;13/2015;2015_13_225;tätä;1
938;13/2015;2015_13_225;terveysriskiä;1
938;13/2015;2015_13_225;voidaan;1
938;13/2015;2015_13_225;todennäköisesti;1
938;13/2015;2015_13_225;alentaa;1
938;13/2015;2015_13_225;korkeasti;1
938;13/2015;2015_13_225;koulutetun;1
938;13/2015;2015_13_225;väestön;1
938;13/2015;2015_13_225;tasolle;1
938;13/2015;2015_13_225;mikä;1
938;13/2015;2015_13_225;tarkoittaisi;1
938;13/2015;2015_13_225;sairastavuuden;1
938;13/2015;2015_13_225;vähentämistä;1
938;13/2015;2015_13_225;noin;3
938;13/2015;2015_13_225;prosentilla;1
938;13/2015;2015_13_225;nykyisestä;1
938;13/2015;2015_13_225;välittömästi;1
