speaker_id;session;speech_id;word;word_n
1094;10/2016;2016_10_161;aa;1
1094;10/2016;2016_10_161;aiheuttivat;1
1094;10/2016;2016_10_161;aiheutuu;1
1094;10/2016;2016_10_161;aika;1
1094;10/2016;2016_10_161;aikaa;2
1094;10/2016;2016_10_161;aikataululla;1
1094;10/2016;2016_10_161;ainakin;1
1094;10/2016;2016_10_161;aivan;1
1094;10/2016;2016_10_161;ajassa;1
1094;10/2016;2016_10_161;alemmas;1
1094;10/2016;2016_10_161;alentaa;1
1094;10/2016;2016_10_161;alle;1
1094;10/2016;2016_10_161;alueilla;1
1094;10/2016;2016_10_161;ammatti-ihmisten;1
1094;10/2016;2016_10_161;annamme;1
1094;10/2016;2016_10_161;antaa;1
1094;10/2016;2016_10_161;arvioimaan;1
1094;10/2016;2016_10_161;arvoisa;1
1094;10/2016;2016_10_161;asettanut;1
1094;10/2016;2016_10_161;asia;1
1094;10/2016;2016_10_161;asunnot;1
1094;10/2016;2016_10_161;aukko;1
1094;10/2016;2016_10_161;caruna;1
1094;10/2016;2016_10_161;eduskunnan;1
1094;10/2016;2016_10_161;eduskunnassa;1
1094;10/2016;2016_10_161;eduskunta;2
1094;10/2016;2016_10_161;ehdollisesta;1
1094;10/2016;2016_10_161;ehdotus;1
1094;10/2016;2016_10_161;ehkä;3
1094;10/2016;2016_10_161;ei;6
1094;10/2016;2016_10_161;eli;3
1094;10/2016;2016_10_161;enemmän;2
1094;10/2016;2016_10_161;energia-viraston;1
1094;10/2016;2016_10_161;energiavirasto;1
1094;10/2016;2016_10_161;energiavirastolle;1
1094;10/2016;2016_10_161;energiaviraston;5
1094;10/2016;2016_10_161;eniten;1
1094;10/2016;2016_10_161;entisistä;1
1094;10/2016;2016_10_161;erinäköisillä;1
1094;10/2016;2016_10_161;esille;1
1094;10/2016;2016_10_161;että;10
1094;10/2016;2016_10_161;firmoihin;1
1094;10/2016;2016_10_161;firmoista;2
1094;10/2016;2016_10_161;haltijan;2
1094;10/2016;2016_10_161;haltijoilla;1
1094;10/2016;2016_10_161;haltijoille;1
