speaker_id;session;speech_id;word;word_n
911827;102/2024;2024_102_226;aika;1
911827;102/2024;2024_102_226;ainoastaan;1
911827;102/2024;2024_102_226;aivan;1
911827;102/2024;2024_102_226;alat;1
911827;102/2024;2024_102_226;alojen;1
911827;102/2024;2024_102_226;arvoisa;2
911827;102/2024;2024_102_226;edelleen;1
911827;102/2024;2024_102_226;edistänyt;1
911827;102/2024;2024_102_226;ei;2
911827;102/2024;2024_102_226;en;1
911827;102/2024;2024_102_226;enää;1
911827;102/2024;2024_102_226;esitti;1
911827;102/2024;2024_102_226;esitys;2
911827;102/2024;2024_102_226;estää;1
911827;102/2024;2024_102_226;että;1
911827;102/2024;2024_102_226;hallituksenkin;1
911827;102/2024;2024_102_226;hallitus;1
911827;102/2024;2024_102_226;haluttaisiin;1
911827;102/2024;2024_102_226;hoitajien;1
911827;102/2024;2024_102_226;hyväksytään;1
911827;102/2024;2024_102_226;ihmeessä;1
911827;102/2024;2024_102_226;ja;5
911827;102/2024;2024_102_226;jo;1
911827;102/2024;2024_102_226;joka;1
911827;102/2024;2024_102_226;jos;1
911827;102/2024;2024_102_226;jossa;1
911827;102/2024;2024_102_226;jotka;1
911827;102/2024;2024_102_226;joustokykyä;1
911827;102/2024;2024_102_226;julkinen;1
911827;102/2024;2024_102_226;jumeja;1
911827;102/2024;2024_102_226;järjestelmän;1
911827;102/2024;2024_102_226;jäykistää;1
911827;102/2024;2024_102_226;kaltainen;1
911827;102/2024;2024_102_226;kaudella;1
911827;102/2024;2024_102_226;keksi;1
911827;102/2024;2024_102_226;kertaa;1
911827;102/2024;2024_102_226;keskusta;1
911827;102/2024;2024_102_226;keskustelua;1
911827;102/2024;2024_102_226;kierrettä;1
911827;102/2024;2024_102_226;kohti;1
911827;102/2024;2024_102_226;koko;1
911827;102/2024;2024_102_226;kolme;1
911827;102/2024;2024_102_226;konfliktien;1
911827;102/2024;2024_102_226;koska;1
911827;102/2024;2024_102_226;kuin;2
911827;102/2024;2024_102_226;kun;1
911827;102/2024;2024_102_226;kunta-alan;1
911827;102/2024;2024_102_226;kuten;1
911827;102/2024;2024_102_226;kuulleet;1
911827;102/2024;2024_102_226;kuultiin;1
911827;102/2024;2024_102_226;kuuluisalle;1
911827;102/2024;2024_102_226;kuunnellut;1
911827;102/2024;2024_102_226;käsittelyssä;1
911827;102/2024;2024_102_226;käsiä;1
911827;102/2024;2024_102_226;käytännössä;1
911827;102/2024;2024_102_226;käytäntö;1
911827;102/2024;2024_102_226;käytävää;1
911827;102/2024;2024_102_226;lailla;3
911827;102/2024;2024_102_226;lakkoja;1
911827;102/2024;2024_102_226;linjalle;1
911827;102/2024;2024_102_226;lisäävät;1
911827;102/2024;2024_102_226;malli;1
911827;102/2024;2024_102_226;miksi;2
911827;102/2024;2024_102_226;minä;1
911827;102/2024;2024_102_226;mitä;1
911827;102/2024;2024_102_226;mitään;1
911827;102/2024;2024_102_226;muitten;1
911827;102/2024;2024_102_226;muut;1
911827;102/2024;2024_102_226;muuta;1
911827;102/2024;2024_102_226;muuten;1
911827;102/2024;2024_102_226;myös;1
911827;102/2024;2024_102_226;neuvotteluille;1
911827;102/2024;2024_102_226;niin;3
911827;102/2024;2024_102_226;niitä;2
911827;102/2024;2024_102_226;nyt;4
911827;102/2024;2024_102_226;nähdäkseni;1
911827;102/2024;2024_102_226;näin;1
911827;102/2024;2024_102_226;näitten;1
911827;102/2024;2024_102_226;oikein;1
911827;102/2024;2024_102_226;olemme;1
911827;102/2024;2024_102_226;olen;1
911827;102/2024;2024_102_226;oleva;1
911827;102/2024;2024_102_226;olisi;1
911827;102/2024;2024_102_226;ollut;1
911827;102/2024;2024_102_226;on;4
911827;102/2024;2024_102_226;pakottamalla;1
911827;102/2024;2024_102_226;pakottamista;1
911827;102/2024;2024_102_226;palata;1
911827;102/2024;2024_102_226;palkanmuodostusta;1
911827;102/2024;2024_102_226;paremman;1
911827;102/2024;2024_102_226;pelkään;1
911827;102/2024;2024_102_226;peräänkuuluttamalle;1
911827;102/2024;2024_102_226;pitkään;1
911827;102/2024;2024_102_226;pois;1
911827;102/2024;2024_102_226;puhemies;2
911827;102/2024;2024_102_226;päinvastoin;1
911827;102/2024;2024_102_226;ratkaisuissaan;1
911827;102/2024;2024_102_226;riskialttiille;1
911827;102/2024;2024_102_226;ruotsin;1
911827;102/2024;2024_102_226;saattaa;1
911827;102/2024;2024_102_226;salissa;1
911827;102/2024;2024_102_226;se;2
911827;102/2024;2024_102_226;sektori;1
911827;102/2024;2024_102_226;sen;1
911827;102/2024;2024_102_226;siis;1
911827;102/2024;2024_102_226;sijaan;1
911827;102/2024;2024_102_226;sille;2
911827;102/2024;2024_102_226;sinetöidä;1
911827;102/2024;2024_102_226;sitoa;1
911827;102/2024;2024_102_226;sitten;1
911827;102/2024;2024_102_226;sitä;1
911827;102/2024;2024_102_226;sopimalla;1
911827;102/2024;2024_102_226;sopimisen;1
911827;102/2024;2024_102_226;sovittelija;1
911827;102/2024;2024_102_226;sovittelijalla;1
911827;102/2024;2024_102_226;sovittelulautakunta;1
911827;102/2024;2024_102_226;sovitteluratkaisun;1
911827;102/2024;2024_102_226;sovitteluun;1
911827;102/2024;2024_102_226;suojelutyövelvoitteista;1
911827;102/2024;2024_102_226;suomen;1
911827;102/2024;2024_102_226;syytä;1
911827;102/2024;2024_102_226;tai;1
911827;102/2024;2024_102_226;taistelua;1
911827;102/2024;2024_102_226;tapahtuneen;1
911827;102/2024;2024_102_226;tapahtunut;1
911827;102/2024;2024_102_226;tarkoittaa;1
911827;102/2024;2024_102_226;tarkoittaakaan;1
911827;102/2024;2024_102_226;tee;1
911827;102/2024;2024_102_226;tehdään;1
911827;102/2024;2024_102_226;tielle;2
911827;102/2024;2024_102_226;tilanne;1
911827;102/2024;2024_102_226;toissa;1
911827;102/2024;2024_102_226;tukenut;1
911827;102/2024;2024_102_226;turvaisivat;1
911827;102/2024;2024_102_226;työmarkkinauudistuksia;1
911827;102/2024;2024_102_226;työmarkkinoiden;1
911827;102/2024;2024_102_226;työntekijöille;1
911827;102/2024;2024_102_226;työntekijöitä;1
911827;102/2024;2024_102_226;tällä;2
911827;102/2024;2024_102_226;tämä;4
911827;102/2024;2024_102_226;tänään;1
911827;102/2024;2024_102_226;täällä;2
911827;102/2024;2024_102_226;töihin;1
911827;102/2024;2024_102_226;uudistuksia;1
911827;102/2024;2024_102_226;vaan;2
911827;102/2024;2024_102_226;vain;1
911827;102/2024;2024_102_226;valtakunnansovittelijan;1
911827;102/2024;2024_102_226;valtakunnansovittelijasta;1
911827;102/2024;2024_102_226;vetää;1
911827;102/2024;2024_102_226;vientialojen;2
911827;102/2024;2024_102_226;viisasta;1
911827;102/2024;2024_102_226;vuonna;1
911827;102/2024;2024_102_226;vuosituhannella;1
911827;127/2024;2024_127_8;aiheuttaa;1
911827;127/2024;2024_127_8;aikaan;1
911827;127/2024;2024_127_8;aikataululla;1
911827;127/2024;2024_127_8;ajatuksilla;1
911827;127/2024;2024_127_8;aktiivisesti;2
911827;127/2024;2024_127_8;aktiivisuus;1
911827;127/2024;2024_127_8;aktiivisuutta;1
911827;127/2024;2024_127_8;annettua;1
911827;127/2024;2024_127_8;arvoisa;2
911827;127/2024;2024_127_8;eli;1
911827;127/2024;2024_127_8;eri;1
911827;127/2024;2024_127_8;erityisesti;3
911827;127/2024;2024_127_8;esikuntapaikkakuntia;1
911827;127/2024;2024_127_8;esitettyjen;1
911827;127/2024;2024_127_8;eteentyönnetty;1
911827;127/2024;2024_127_8;eteentyönnettyjen;1
911827;127/2024;2024_127_8;etenee;1
911827;127/2024;2024_127_8;etenkin;1
911827;127/2024;2024_127_8;että;1
911827;127/2024;2024_127_8;evästää;1
911827;127/2024;2024_127_8;flf;1
911827;127/2024;2024_127_8;flf-joukkorakenne;1
911827;127/2024;2024_127_8;forces;1
911827;127/2024;2024_127_8;forward;1
911827;127/2024;2024_127_8;haluaisitte;1
911827;127/2024;2024_127_8;haluan;1
911827;127/2024;2024_127_8;harjoittelu;1
911827;127/2024;2024_127_8;harjoituksista;1
911827;127/2024;2024_127_8;harjoitusten;1
911827;127/2024;2024_127_8;harjoitustoiminnan;1
911827;127/2024;2024_127_8;harjoitustoiminnassa;1
911827;127/2024;2024_127_8;harjoitustoiminnasta;1
911827;127/2024;2024_127_8;harjoitustoiminta;1
911827;127/2024;2024_127_8;helppo;1
911827;127/2024;2024_127_8;hengessä;1
911827;127/2024;2024_127_8;hyödyt;1
911827;127/2024;2024_127_8;häiriöitä;1
911827;127/2024;2024_127_8;häkkäseltä;1
911827;127/2024;2024_127_8;ilmassa;1
911827;127/2024;2024_127_8;ja;12
911827;127/2024;2024_127_8;joko;1
911827;127/2024;2024_127_8;julkisuudessakin;1
911827;127/2024;2024_127_8;kaksoiskehittämisen;2
911827;127/2024;2024_127_8;kasvu;1
911827;127/2024;2024_127_8;kattavaa;1
911827;127/2024;2024_127_8;kehittämisestä;1
911827;127/2024;2024_127_8;kehitystoiminnasta;1
911827;127/2024;2024_127_8;keskeisistä;1
911827;127/2024;2024_127_8;kesken;1
911827;127/2024;2024_127_8;kiitän;1
911827;127/2024;2024_127_8;kokemukset;1
911827;127/2024;2024_127_8;konkreettisesta;1
911827;127/2024;2024_127_8;kuin;1
911827;127/2024;2024_127_8;kulmakiviä;1
911827;127/2024;2024_127_8;kun;1
911827;127/2024;2024_127_8;kuten;1
911827;127/2024;2024_127_8;kysyäkseni;1
911827;127/2024;2024_127_8;käsittelyssä;1
911827;127/2024;2024_127_8;käynnistetty;1
911827;127/2024;2024_127_8;käyttää;1
911827;127/2024;2024_127_8;land;1
911827;127/2024;2024_127_8;lapissa;2
911827;127/2024;2024_127_8;lappi;1
911827;127/2024;2024_127_8;liikenteen;1
911827;127/2024;2024_127_8;liikenteeseen;1
911827;127/2024;2024_127_8;liittolaistemme;1
911827;127/2024;2024_127_8;liittyvän;1
911827;127/2024;2024_127_8;läsnäolosta;1
911827;127/2024;2024_127_8;maalla;1
911827;127/2024;2024_127_8;maavoimajoukko;1
911827;127/2024;2024_127_8;maavoimajoukkojen;1
911827;127/2024;2024_127_8;mahdollisesti;1
911827;127/2024;2024_127_8;mahdollisia;1
911827;127/2024;2024_127_8;meillä;2
911827;127/2024;2024_127_8;meitä;1
911827;127/2024;2024_127_8;merellä;1
911827;127/2024;2024_127_8;millä;1
911827;127/2024;2024_127_8;ministeri;1
911827;127/2024;2024_127_8;minkälaisilla;1
911827;127/2024;2024_127_8;miten;1
911827;127/2024;2024_127_8;muassa;1
911827;127/2024;2024_127_8;mukana;1
911827;127/2024;2024_127_8;mutta;1
911827;127/2024;2024_127_8;muun;1
911827;127/2024;2024_127_8;myönteisiä;1
911827;127/2024;2024_127_8;myös;2
911827;127/2024;2024_127_8;naton;1
911827;127/2024;2024_127_8;niin;2
911827;127/2024;2024_127_8;nyt;1
911827;127/2024;2024_127_8;näkyvästä;1
911827;127/2024;2024_127_8;näkyy;1
911827;127/2024;2024_127_8;olemaan;1
911827;127/2024;2024_127_8;oleva;1
911827;127/2024;2024_127_8;olevia;1
911827;127/2024;2024_127_8;on;9
911827;127/2024;2024_127_8;onkin;1
911827;127/2024;2024_127_8;osalta;1
911827;127/2024;2024_127_8;osoittaa;1
911827;127/2024;2024_127_8;osoittanut;1
911827;127/2024;2024_127_8;ovat;1
911827;127/2024;2024_127_8;paitsi;1
