speaker_id;session;speech_id;word;word_n
1443;100/2020;2020_100_25;ainoastaan;2
1443;100/2020;2020_100_25;alittaa;1
1443;100/2020;2020_100_25;alle;1
1443;100/2020;2020_100_25;arkeen;1
1443;100/2020;2020_100_25;arvoisa;1
1443;100/2020;2020_100_25;asia;1
1443;100/2020;2020_100_25;asiakasturvallisuus;1
1443;100/2020;2020_100_25;asiakastyö;1
1443;100/2020;2020_100_25;astuu;2
1443;100/2020;2020_100_25;ei;4
1443;100/2020;2020_100_25;elementtinä;1
1443;100/2020;2020_100_25;ensiarvoisen;1
1443;100/2020;2020_100_25;erittäin;1
1443;100/2020;2020_100_25;esille;4
1443;100/2020;2020_100_25;eteenpäin;2
1443;100/2020;2020_100_25;että;9
1443;100/2020;2020_100_25;haasteita;1
1443;100/2020;2020_100_25;hallitus;1
1443;100/2020;2020_100_25;helpottaa;1
1443;100/2020;2020_100_25;helpotusta;1
1443;100/2020;2020_100_25;heti;1
1443;100/2020;2020_100_25;hieman;1
1443;100/2020;2020_100_25;hoidossa;1
1443;100/2020;2020_100_25;hoitajamitoitukseen;1
1443;100/2020;2020_100_25;hoitajamitoituksen;1
1443;100/2020;2020_100_25;hoitajamitoitus;3
1443;100/2020;2020_100_25;hoitajamitoitusta;1
1443;100/2020;2020_100_25;hoitajia;1
1443;100/2020;2020_100_25;hoitamaan;1
1443;100/2020;2020_100_25;hoitotyön;1
1443;100/2020;2020_100_25;hoitotyöstä;1
1443;100/2020;2020_100_25;huomioitava;1
1443;100/2020;2020_100_25;hyvin;2
1443;100/2020;2020_100_25;ihan;1
1443;100/2020;2020_100_25;ikäihmisiä;1
1443;100/2020;2020_100_25;ikäihmisten;1
1443;100/2020;2020_100_25;ja;6
1443;100/2020;2020_100_25;jatkuttava;1
1443;100/2020;2020_100_25;jo;2
1443;100/2020;2020_100_25;joka;1
1443;100/2020;2020_100_25;jokainen;2
1443;100/2020;2020_100_25;jotta;1
1443;100/2020;2020_100_25;kaikkea;1
1443;100/2020;2020_100_25;kaikkia;1
1443;100/2020;2020_100_25;kansanedustaja;1
1443;100/2020;2020_100_25;keskustelu;1
1443;100/2020;2020_100_25;keskustelussa;1
1443;100/2020;2020_100_25;kevättä;1
1443;100/2020;2020_100_25;kohti;1
1443;100/2020;2020_100_25;kokonaisuudessa;1
1443;100/2020;2020_100_25;koska;1
1443;100/2020;2020_100_25;kotihoidon;1
1443;100/2020;2020_100_25;kuin;4
1443;100/2020;2020_100_25;kuinka;1
1443;100/2020;2020_100_25;kuitenkin;1
1443;100/2020;2020_100_25;kun;3
1443;100/2020;2020_100_25;kuormitusta;2
1443;100/2020;2020_100_25;kyllä;1
1443;100/2020;2020_100_25;laatu;1
1443;100/2020;2020_100_25;lain;1
1443;100/2020;2020_100_25;lakiesitys;2
1443;100/2020;2020_100_25;lakiesityshän;1
1443;100/2020;2020_100_25;laskee;1
1443;100/2020;2020_100_25;lasketaan;1
1443;100/2020;2020_100_25;lähdetään;1
1443;100/2020;2020_100_25;lähtien;1
1443;100/2020;2020_100_25;mahdollisimman;1
1443;100/2020;2020_100_25;mahdollista;1
1443;100/2020;2020_100_25;me;2
1443;100/2020;2020_100_25;meillä;1
1443;100/2020;2020_100_25;meistä;1
1443;100/2020;2020_100_25;meitä;1
1443;100/2020;2020_100_25;mieltä;2
1443;100/2020;2020_100_25;mietityttää;1
1443;100/2020;2020_100_25;mikä;1
1443;100/2020;2020_100_25;missä;1
1443;100/2020;2020_100_25;mitä;2
1443;100/2020;2020_100_25;monessa;1
1443;100/2020;2020_100_25;mukaisesti;2
1443;100/2020;2020_100_25;mutta;2
1443;100/2020;2020_100_25;muutakin;1
