speaker_id;session;speech_id;word;word_n
1148;6/2018;2018_6_140;aiempaa;1
1148;6/2018;2018_6_140;ala-nissilän;1
1148;6/2018;2018_6_140;arvoisa;1
1148;6/2018;2018_6_140;arvokas;1
1148;6/2018;2018_6_140;asia;1
1148;6/2018;2018_6_140;eduskunta;1
1148;6/2018;2018_6_140;edustaja;1
1148;6/2018;2018_6_140;edustajana;1
1148;6/2018;2018_6_140;ei;3
1148;6/2018;2018_6_140;en;1
1148;6/2018;2018_6_140;epäile;1
1148;6/2018;2018_6_140;esimerkkiä;1
1148;6/2018;2018_6_140;et-teikö;1
1148;6/2018;2018_6_140;etteivät;1
1148;6/2018;2018_6_140;etten;1
1148;6/2018;2018_6_140;että;6
1148;6/2018;2018_6_140;foorumi;1
1148;6/2018;2018_6_140;haluttiin;1
1148;6/2018;2018_6_140;harmi;1
1148;6/2018;2018_6_140;helppo;1
1148;6/2018;2018_6_140;hieno;1
1148;6/2018;2018_6_140;ihmetellä;1
1148;6/2018;2018_6_140;ihmiset;1
1148;6/2018;2018_6_140;ilman;1
1148;6/2018;2018_6_140;irrallisia;1
1148;6/2018;2018_6_140;itse;1
1148;6/2018;2018_6_140;ja;8
1148;6/2018;2018_6_140;jokainen;1
1148;6/2018;2018_6_140;joudutaan;2
1148;6/2018;2018_6_140;joustamaan;1
1148;6/2018;2018_6_140;joutua;2
1148;6/2018;2018_6_140;kai;1
1148;6/2018;2018_6_140;kansanedustaja;1
1148;6/2018;2018_6_140;kansanedustajatkaan;1
1148;6/2018;2018_6_140;katson;1
1148;6/2018;2018_6_140;kauhean;1
1148;6/2018;2018_6_140;kehuttua;1
1148;6/2018;2018_6_140;keskustella;1
1148;6/2018;2018_6_140;keskustellaan;1
1148;6/2018;2018_6_140;kiinni;1
1148;6/2018;2018_6_140;kuinka;2
1148;6/2018;2018_6_140;kuitenkin;1
1148;6/2018;2018_6_140;kun;4
1148;6/2018;2018_6_140;kuullut;1
1148;6/2018;2018_6_140;kyllä;1
1148;6/2018;2018_6_140;kysymyksistä;1
1148;6/2018;2018_6_140;lyhyissä;1
1148;6/2018;2018_6_140;lähdetään;1
1148;6/2018;2018_6_140;maailman;1
1148;6/2018;2018_6_140;me;1
1148;6/2018;2018_6_140;menoa;1
1148;6/2018;2018_6_140;mielessä;1
1148;6/2018;2018_6_140;mielestäni;1
1148;6/2018;2018_6_140;mietin;1
1148;6/2018;2018_6_140;mietitään;1
1148;6/2018;2018_6_140;miksi;1
1148;6/2018;2018_6_140;millään;1
1148;6/2018;2018_6_140;minusta;1
1148;6/2018;2018_6_140;mistä;1
1148;6/2018;2018_6_140;miten;3
1148;6/2018;2018_6_140;mitä;1
1148;6/2018;2018_6_140;muistaa;1
1148;6/2018;2018_6_140;muodostetaan;1
1148;6/2018;2018_6_140;mutta;4
1148;6/2018;2018_6_140;muutoksesta;2
1148;6/2018;2018_6_140;myöhässä;1
1148;6/2018;2018_6_140;myös;1
1148;6/2018;2018_6_140;niin;3
1148;6/2018;2018_6_140;nopeasti;1
1148;6/2018;2018_6_140;näyttämään;1
1148;6/2018;2018_6_140;ole;2
1148;6/2018;2018_6_140;olen;1
1148;6/2018;2018_6_140;on;3
1148;6/2018;2018_6_140;paljon;2
1148;6/2018;2018_6_140;perspektiiviä;1
1148;6/2018;2018_6_140;pidempää;1
1148;6/2018;2018_6_140;pois;1
1148;6/2018;2018_6_140;puheenvuoroa;1
1148;6/2018;2018_6_140;puhemiehenkin;1
1148;6/2018;2018_6_140;puhemies;1
1148;6/2018;2018_6_140;puhumme;1
1148;6/2018;2018_6_140;puolue;1
