speaker_id;session;speech_id;word;word_n
1452;6/2019;2019_6_3;arvoisa;2
1452;6/2019;2019_6_3;puhemies;2
1452;6/2019;2019_6_3;edustaja;1
1452;6/2019;2019_6_3;ikonen;1
1452;6/2019;2019_6_3;kiinnittää;1
1452;6/2019;2019_6_3;huomio;1
1452;6/2019;2019_6_3;tärkeä;2
1452;6/2019;2019_6_3;asia;1
1452;6/2019;2019_6_3;eli;1
1452;6/2019;2019_6_3;se;9
1452;6/2019;2019_6_3;että;7
1452;6/2019;2019_6_3;mennyt;1
1452;6/2019;2019_6_3;voida;2
1452;6/2019;2019_6_3;aina;1
1452;6/2019;2019_6_3;oppia;1
1452;6/2019;2019_6_3;mutta;3
1452;6/2019;2019_6_3;paljon;3
1452;6/2019;2019_6_3;minä;6
1452;6/2019;2019_6_3;olla;14
1452;6/2019;2019_6_3;vielä;3
1452;6/2019;2019_6_3;myös;1
1452;6/2019;2019_6_3;tekeminen;3
1452;6/2019;2019_6_3;huomionarvoinen;1
1452;6/2019;2019_6_3;tänään;1
1452;6/2019;2019_6_3;työ;1
1452;6/2019;2019_6_3;ja;7
1452;6/2019;2019_6_3;elinkeinoministeriö;1
1452;6/2019;2019_6_3;tiedottaa;1
1452;6/2019;2019_6_3;miten;1
1452;6/2019;2019_6_3;työllisyys;3
1452;6/2019;2019_6_3;edelleen;1
1452;6/2019;2019_6_3;jatkaa;2
1452;6/2019;2019_6_3;kasvu;3
1452;6/2019;2019_6_3;alkaa;1
1452;6/2019;2019_6_3;hiipua;1
1452;6/2019;2019_6_3;yhdessä;2
1452;6/2019;2019_6_3;totta;1
1452;6/2019;2019_6_3;turvata;2
1452;6/2019;2019_6_3;myönteinen;2
1452;6/2019;2019_6_3;työllisyyskehitys;2
1452;6/2019;2019_6_3;jatkuminen;1
1452;6/2019;2019_6_3;kautta;1
1452;6/2019;2019_6_3;vahvistaa;1
1452;6/2019;2019_6_3;rahoituspohja;1
1452;6/2019;2019_6_3;esimerkiksi;2
1452;6/2019;2019_6_3;sosiaali;1
1452;6/2019;2019_6_3;terveyspalvelu;1
1452;6/2019;2019_6_3;kokoomus;1
1452;6/2019;2019_6_3;ryhmä;1
1452;6/2019;2019_6_3;ei;2
1452;6/2019;2019_6_3;tuhota;1
1452;6/2019;2019_6_3;hyvä;1
1452;6/2019;2019_6_3;perintö;1
1452;6/2019;2019_6_3;sipilä;1
1452;6/2019;2019_6_3;hallitus;2
1452;6/2019;2019_6_3;työllisyyspolitiikka;1
1452;6/2019;2019_6_3;onnistuminen;1
1452;6/2019;2019_6_3;tehdä;1
1452;6/2019;2019_6_3;aivan;1
1452;6/2019;2019_6_3;erityinen;1
1452;6/2019;2019_6_3;parantua;1
1452;6/2019;2019_6_3;tasaisesti;1
1452;6/2019;2019_6_3;koko;3
1452;6/2019;2019_6_3;maa;1
1452;6/2019;2019_6_3;ben;1
1452;6/2019;2019_6_3;zyskowicz;1
1452;6/2019;2019_6_3;tämä;5
1452;6/2019;2019_6_3;osuva;1
1452;6/2019;2019_6_3;esimerkki;1
1452;6/2019;2019_6_3;muun;2
1452;6/2019;2019_6_3;muassa;2
1452;6/2019;2019_6_3;kainuu;2
1452;6/2019;2019_6_3;joka;2
1452;6/2019;2019_6_3;pitkään;1
1452;6/2019;2019_6_3;kärsiä;2
1452;6/2019;2019_6_3;vaikea;1
1452;6/2019;2019_6_3;työttömyys;1
1452;6/2019;2019_6_3;iso;1
1452;6/2019;2019_6_3;investointi;1
1452;6/2019;2019_6_3;osoittaa;1
1452;6/2019;2019_6_3;suunta;1
1452;6/2019;2019_6_3;mahdollinen;1
1452;6/2019;2019_6_3;muuttaa;1
1452;6/2019;2019_6_3;jos;1
1452;6/2019;2019_6_3;halu;1
1452;6/2019;2019_6_3;tahto;1
1452;6/2019;2019_6_3;muutos;1
1452;6/2019;2019_6_3;käänteentekeväinen;1
1452;6/2019;2019_6_3;mieli;1
1452;6/2019;2019_6_3;kannattaa;1
1452;6/2019;2019_6_3;nyt;1
1452;6/2019;2019_6_3;ennakkoluulottomasti;1
1452;6/2019;2019_6_3;etsiä;1
1452;6/2019;2019_6_3;keino;1
1452;6/2019;2019_6_3;työvoimapula;1
1452;6/2019;2019_6_3;alue;1
1452;6/2019;2019_6_3;työvoima;2
1452;6/2019;2019_6_3;saanti;1
1452;6/2019;2019_6_3;tarvita;2
1452;6/2019;2019_6_3;panostus;1
1452;6/2019;2019_6_3;koulutus;1
1452;6/2019;2019_6_3;osatyökykyinen;1
1452;6/2019;2019_6_3;osa-aikainen;1
1452;6/2019;2019_6_3;työmahdollisuus;1
1452;6/2019;2019_6_3;luonti;1
1452;6/2019;2019_6_3;suomi;3
1452;6/2019;2019_6_3;kun;2
1452;6/2019;2019_6_3;vuosikertomus;1
1452;6/2019;2019_6_3;todeta;2
1452;6/2019;2019_6_3;samalla;1
1452;6/2019;2019_6_3;lisääntyä;1
1452;6/2019;2019_6_3;enemmän;1
1452;6/2019;2019_6_3;hallituskausi;1
1452;6/2019;2019_6_3;loppujakso;1
1452;6/2019;2019_6_3;kohtaanto-ongelma;1
1452;6/2019;2019_6_3;rakennetyöttömyys;1
1452;6/2019;2019_6_3;rajoittaa;1
1452;6/2019;2019_6_3;perustuslaki;1
1452;6/2019;2019_6_3;mukaan;1
1452;6/2019;2019_6_3;valtiovalta;1
1452;6/2019;2019_6_3;kuulua;1
1452;6/2019;2019_6_3;kansa;1
1452;6/2019;2019_6_3;edustaa;1
1452;6/2019;2019_6_3;valtiopäivät;1
1452;6/2019;2019_6_3;kokoontua;1
1452;6/2019;2019_6_3;eduskunta;1
1452;6/2019;2019_6_3;toteutua;1
1452;6/2019;2019_6_3;pitää;1
1452;6/2019;2019_6_3;huoli;1
1452;6/2019;2019_6_3;jokainen;1
1452;6/2019;2019_6_3;ihminen;3
1452;6/2019;2019_6_3;asuinpaikka;1
1452;6/2019;2019_6_3;riippumatta;1
1452;6/2019;2019_6_3;työpaikka;1
1452;6/2019;2019_6_3;tai;1
